Business,Contact,Contact phone,Business Phone,Address,City,Zip,Website
Carlson Creek Vineyard Wine Tasting Room,Michelle Carroll,,928-634-3866,1010 N Main Street,Cottonwood,86326,www.carlsoncreek.com
Carniceria El Herradero,Amanda Miller,,480-917-2728,492 W. Ray Rd.,Chandler,85225,https://www.carniceriaherradero.com/
Carniceria Los Reyes,,,(602) 254-2547,1603 N 16th St,Phoenix,85006,https://www.yelp.com/biz/carniceria-los-reyes-phoenix
Carol's Delectables,,,602-722-1358,P.O. Box 1595,Snowflake,85937,www.carolsdelectables.com/
Carolina Madrid Accessories,Carolina Madrid,,928-399-6419,850 S Longmore,Mesa,85202,
Carolina's Chocolate,Lisa Toon,14802898276,14808908788,1039 W Mountain View Dr. Mesa,Mesa,85201,www.carolinaschocolate.com
Carolina's Mexican Food,Victoria Tiedens,,(602) 216-2485,1599 East Orangewood Ave Ste 175,Phoenix,85020,carolinasmexicanfood.com
Carolyn Sechler Cpa Pc,Carolyn Sechler,,(602) 230-2700,921 E orange drive,Phoenix,85014,azcpa.com
Carolyn's Classics,,(480) 966-2640,(480) 771-5525,1008 B. E. Vista Del Cerro Dr.,Tempe,85281,www.carolynsclassics.com/
Carpenter And Gardener,William Wells,,480-486-9602,7243 E. Virginia Ave.,Scottsdale,85257,https://www.carpenterandgardener.com
Carpentry West,Luis Rangel,,6025186047,Mobil,Phoenix,85019,
Carranza Honey Farms,Dionna Carranza,,602-909-2776,,Laveen Village,85339,
Carreno Professional Services,Claudia Carreno,,(602) 505-3709,,Phoenix,,https://carrenoservices.com/
Carstens Fine Art Studio & Gallery,Cyndy Carstens,,480-946-3217,7100 E Main Street #B,Scottsdale,85251,https://www.cyndycarstens.com
Cartel Roasting Co.,Yunkin Keophomma,,(779) 537-6757,1 N 1st St,Phoenix,85004,Cartelroasting.co
Carter's Custom Cuts,Bryce,,(928) 428-0556,4155 W. Frye Mesa Rd.,Thatcher,85552,https://carterscustomcuts.com/
Carver Mountain Shop,Orlando Cazarez,,602-525-2649,3517 W Shawnee Dr,Laveen Village,85339,https://www.instagram.com/carvermountainshop/
Casa Agape Coffee,,,(602) 358-3169,5757 N Central Ave,Phoenix,85012,https://www.casa-agapecoffee.com/
CASA Community Development Corporation,Tomas Stanton,,602-334-0945,1505 E Willetta St,Phoenix,85006,www.casacdc.org
Casa Kira,Kira Geddes,,(520) 838-1387,5120 E. Willard St.,Tucson,85712,www.casakira.com
Casa Unlimited Enterprises,Helen Crosthwaith,(602) 257-8410 ext. 104,(602) 257-8410,"1001 E. Jefferson St., #6",Phoenix,85034,www.casaunltd.com/
CASCO Financial Group,Catherine Scrivano,6029951484,602-995-1484,"2525 W Carefree Hwy, # 112",Phoenix,85085,www.cascofinancial.com
Casey's Cowboy Shop,Casey Anderson,,(928) 634-7758,"1675 E Cottonwood St Suite E,",Cottonwood,86326,cottonwoodcowboyboots.com
Casino Del Sol Resort,Ryan Frohberg,,1-855-765-7829,5655 West Valencia Rd,Tucson,85757,www.casinodelsolresort.com
Castillo Painting,Abraham Castillo,,(602) 502-9239,21290 west almeria Rd,Buckeye,85396,www.facebook.com/castillopaintingaz
Castle Designs,Lola Castle,,480.415.6705,1749 East Hampton Lane,Gilbert,85295,castledesignshome.com
Castle Kids Daycare,Alma Perez,520-339-9934,,2912 S 5th Ave,Tucson,85713,
Catalina Brewing Company,Brian Vance,520-275-2857,(520) 329-3622,6918 N Camino Martin #120,Tucson,85741,catalinabrewingco.com
Catalyst Branding and Business Consulting,Jennifer Maggiore,,(480) 270-5395,7975 N Hayden Rd Ste D285,Scottsdale,85258,brandwithcatalyst.com
Catalyst Crafted Ales,Renee Dodge-Rafferty,,,1845 E Broadway Rd Suite106,Tempe,85282,https://www.catalystcraftedales.com/
Catalyst Sale,Mike Simmons,,(480) 772-7448,1525 S Higley Rd #104,Gilbert,85296,msimmons@catalystsale.com
Cattlemen's Processing,,,(520) 826-7786,1081 E Birch Road,AZ,85606,https://www.facebook.com/cattlemensprocessing/
Cave + Post Trading Co.,Patrick Burch,(602) 430-2032,(602) 931-0090,"509 West McDowell Road, Suite 102",Phoenix,85003,https://www.caveandpost.com/
Cave Creek Olive Oil,,,(480) 595-3157,6201 E. Cave Creek Rd Suite B,Cave Creek,85331,https://cavecreekoliveoil.com/
Cave Paper,Zoe Goehring,,520-775-2283,331 E 7th Street,Tucson,85705,www.cavepaper.com
Caveman Burgers,Jeff Bobby,,602-358-7130,430 E Bell Road,Phoenix,85022,Cavemanburgers.com
Caywood Farm Tours,Nancy Caywood,,(520) 560-1119,"e, 841 AZ-287, Casa Grande, AZ 85194",Casa Grande,85194,https://www.caywoodfarms.com
Cbd Sedona,Aalia Golden,,(928) 282-1067,2081 W State Route 89A,Sedona,86336,cbdsedona.com
CBN Building Maintenance,Bob Croft,,602-253-0656,522 W Roosevelt,Phoenix,85003,www.cbnclean.com
CC Pollen Company,,,1-800-875-0096,3627 E Indian School Rd #209,Phoenix,85018,www.ccpollen.com/
CC's On Central,Sharon Cunningham,9517570833,(602) 253-9220,2800 N Central Ave. ste A100,Phoenix,85004,ccsoncentral.com
CCBG Architects,Brian Cassidy,,6026255008,102 E. Buchanan St.,Phoenix,85004,ccbgarchitects.com
CCLAC Inc,Mike Rohrbach,,(520) 440-1130,501 East Roger Road,Tucson,85705,cclac.net/
CD Tax and Financial,Erica Palmisano,,(480) 354-1040,8257 E Guadalupe Rd Suite 115,Mesa,85212,cdtax.com/
Celestial Float Center,Amanda Hawkins,,(623) 262-8856,2219 S 224 Ave,Buckeye,85326,https://www.celestialfloatcenter.com
Cell Plus,Lourdes Magee,,623-322-2110,1473 N. Dysart suite 100,Avondale,85323,www.cellplusavondale.com
Cella Winery,Micah Spencer,,928-377-2489,6927 E Brooks Blvd,Kingman,86401,https://cellawinery.com/
Center For The Future Of Arizona,Holly Kurtz,,(602) 496-1360,541 E Van Buren St B-5,Phoenix,85004,https://www.arizonafuture.org/
Central Arizona Supply,Paul Panich,,(480) 834-5817,208 S. Country Club Dr.,Mesa,85210,www.centralazsupply.com
Central Baking Company,Andrew Gomez,,(602) 237-5284,4727 N . Central ave,Phoenix,85012,www.centralbakingcompany.com
Central Music,Preston Wollaston,,602-274-6532,5038 N Central,Phoenix,85012,www.centralmusicdirect.com
Central Pop,Lisa Schlabaugh,,4807261887,1929 E Ray Rd #6,Chandler,85225,www.centralpopalicious.com
Cero Wood Graphic Design,Ericka Cero Wood,,602-565-3949,6901 E. Cheery Lynn Rd,Scottsdale,85251,www.cerowood.com
Cero Zero Waste Shop,Val Timin,,(520) 548-7273,228 S Tucson Blvd,Tucson,85716,https://www.cerotucson.com/
Certistar,,,,,Phoenix,,https://certistar.com/
Cesar Balganon II,Cesar Balganon II,,5209545583,755 W Calle Sur,Tucson,85705,https://cbiigolf.com/
Cesar Graphics,Cesar Salas,,(602) 373-4674,"2610 W. Baseline rd., Suite 112",Phoenix,85041,www.cesargraphics.com
CGA,Greta Edwards,520-836-5022,520-836-5022,280 W McMurray Blvd,Casa Grande,85122,https://casagrandealliance.org/
Ch'Ishie Farms,Tyrone Thompson,,(928) 206-3132,Old Leupp Rd,Leupp,86035,https://www.chishiefarms.com/
Cha Cha's Tea Lounge,,,(602) 802-7854,1229 Grand Ave,Phoenix,85007,https://www.chachastea.com/
Chacónne Patisserie,Mark Chacon,,(856) 278-1466,5757 N Central Ave,Phoenix,85012,https://www.chaconnepatisserie.com/
Chadwick's Urban Market,,,602-884-7977,3703 N 69th St Unit 1,Scottsdale,85251,https://www.chadwicksurbanmarket.com/
Chamber Music Sedona,Brynn Unger,,(928) 204-2415,2030 w st rt 89a suite B5,Sedona,86336,chambermusicsedona.org
Champis bakery,Jose tamayo,623-606-1559,(623) 606-1559,10575 W Indian school Rd,Avondale,85392,
Chandler Artificial Grass,Clemente,,(480) 780-3970,687 East Del Rio Street,Chandler,85225,https://www.chandlerartificialgrass.com/
Chandler Farmers Market (closed for the summer),,,480-855-3539,3 S. Arizona Ave,Chandler,85225,https://www.facebook.com/ChandlerFarmersMarket
Chang-go Electric,Jesus Reyes,,6023930491,mobil,Phoenix,,
Changing Hands Bookstore,Dan Kuller,,4807301142,6428 S. McClintock Dr. Suite C-101,Tempe,85283,https://www.changinghands.com/
Channel 37 Online,Shelby Gonzales,,623-889-1847,13236 N 7th Street Suite 4 #605,Phoenix,85022,ch37.online
Chanpen Thai Cuisine,,,(602) 276-3778,2727 E Broadway Rd,Phoenix,85040-2715,https://www.chanpenthaiphoenix.com/
Chantilly Confections,,,9288308063,,Paulden,86334,www.chantillyconfections.com
Chaos In Color,Annie Dunn,,480 529 9414,PO Box 13743,Tempe,85284,https://chaosincolor.com/
Chapman Automotive Tucson,JoAnn Woods,,520-512-5849,4426 E 22nd ST,Tucson,85711,https://www.chapmantucson.com
Charity Charms,Kay Mcdonald,,(602) 615-3200,5232 N. 43rd Place,Phoenix,85018,www.charitycharms.com
Charity Plumbing,Jim Kurz,,6023994041,3928 W Villa Theresa Dr,Glendale,85308,www.charityplumbingaz.com
Charles Company Insurance Services,Alice Schroeder,,480-895-0611,"9666 E. Riggs Road, Ste 136",Sun Lakes,85248,thecharlescompany.com
"Charlie's Crafts and Treasures and Gluten Free, Vegan Cuisine",,,(520) 405-8742,4502 N. 1st Ave.,Tucson,85718,https://www.facebook.com/charliescraftsandtreasuresandglutenfreevegancuisin
Charron Vineyards,,,520-762-8585,18585 South Sonoita Highway,Vail,85641,www.charronvineyards.com/
Chase's Diner,Mary Martiniak,,(480) 857-2385,2040 N Alma School Rd,Chandler,85224,www.chasesdiner.com
CHASSE Building Team,Loren Cradic,,480-425-7777,230 S Siesta Ln,Tempe,85281,www.chasse.us
Chateau Luxe Event Venue,Ben Ostro,,623-266-8747,1175 E Lone Cactus Dr,Phoenix,85024,https://chateauluxeaz.com
Chateau Tumbleweed,Cassy Stephens,,928-634-0443,1151 W. State Route 89A,Clarkdale,86324,www.chateautumbleweed.com
Chaverim Garden,,,,5901 E. 2nd St.,Tucson,85711,www.communitygardensoftucson.org/garden-list/
Chaverim Garden (Eastside of Tucson),,,,5901 E. 2nd St. (near Speedway),Tucson,85711,https://communitygardensoftucson.org/community/
Che's Lounge,Jill Brammer,,520-623-2088,350 N 4th Ave,Tucson,85705,cheslounge.com
Chef Keto On The Go,A Shenae Mccoy,,(262) 812-6777,500 N. Metro Blvd #2044,Chandler,85226,https://www.chefketoonthego.com/
Chef Mum Foods,Karen Bedel,,000-000-0000,5727 North 10th Street,Phoenix,85014,https://www.facebook.com/ChefMumFoods/
Chef On Wheels,,,(602) 430-5388,6709 N 59th Ave,Glendale,85301,https://www.facebook.com/chefonwheelsaz/
Chef Redds Kitchen,Alicia Mcclure,,(480) 938-0841,7908 E. Iran Ave,Mesa,85209,
Chef Waynes Creations,Wayne Dudley,,,#N/A,Cornville,86325,https://www.facebook.com/chefwaynescreations/
CHELLY,Nick Guerrieri,,480.559.3000,11445 E. Via Linda #530,Scottsdale,85259,www.drinkchelly.com
Chelys Mexican Art,Aracely Sanez,,(602) 487-7761,2150 S Arizona Av. apt 1119,Chandler,85286,https://www.facebook.com/chelysmexicanartllc
Cher Anderton Consulting,Cher Anderton,2069498618,2069498618,14844 N HANA MAUI DR,Phoenix,85023,www.cheranderton.com
Cheri's Desert Harvest,Cheri Romanoski,,(520) 623-4141,1840 E Winsett St,Tucson,85719,www.cherisdesertharvest.com
Chero's Boots,Rogelio Gonzalez,,602-875-9828,2166 West 1st Place,Mesa,85201,
Cherry Creek Ranch,Carie Hughes,,(928) 848-8717,Po box1828,Dewey,86327,cherrycreekrancharizona.com/home.html
Cheryls Jams & Jellies,Cheryl Pugh,,928-300-7707,251 W Calle Dell Estribo,Sahuarita,85629,https://www.instagram.com/cherylsjamsandjellies/
Chewk's Cookies,Hunter Breshears,,720-245-7710,1215 E Missouri Ave,Phoenix,85014,chewkscookies.com
Chic Chef 77,Nik Fields,,(480) 564-1098,"1221 E Apache Blve, Suite #104",Tempe,85281,www.chicchef77.com
Chic Chef Co.,Nik Fields,,(480) 525-0234,"2302 N Central Ave, Unit 2",Phoenix,85004,www.chicchefco.com
Chica Event And Flowers,Perla Yadira Perez Mendoza,,(602) 419-1558,2931 E. McDowell Rd.,Phoenix,85008,
Chicago Hamburger Co. Inc.,Robert Pappanduros,,(602) 955-4137,3749 E. Indian School Rd.,Phoenix,85018,www.chicagohamburger.com
Children'S Dental Specialty Group,Veronica Martinez,,(480) 282-6746,"7600 E. Camelback Rd., Suite 8",Scottsdale,85251,www.childrens-dental.com/
Children's Museum of Phoenix,Marion Wiener,6022530501,602-253-0501,215 N. 7th Street,Phoenix,85034,www.childrensmuseumofphoenix.org/
Childrens Cancer Network,Ben Gokee,,224-501-0934,6150 W Chandler Blvd Suite 1,Chandler,85226,https://childrenscancernetwork.org/
Chill Boys Productions,Zackery Placencia,,(520) 507-1311 (work),1500 E Campus Dr,Tempe,85282,https://chillboysinthehood.com
Chill Water And Ice Cream,Jayce Elliston,,(480) 363-4353,111 East Dunlap Avenue STE 21,Phoenix,85020,chillphx.com
Chillax Arizona,Traci Trigueros,,(480) 824-3157,1202 E. Maryland Avenue 1D,Phoenix,85014,https://chillaxarizona.com/
Chilte Tacos,Lawrence Smith,,(602) 807-5226,765 Grand Ave,Phoenix,85007,https://www.chiltephx.com/
China Mist Tea Company,,,(480) 998-8807,7435 E. Tierra Buena Lane,Scottsdale,85260,www.chinamist.com/
Chino Painting,Silvestre Rodriguez Gallejas,,(602) 418-0536,1308 W Michelle Drive,Phoenix,85023,
Chino-Mex,Carlos Castillo,,(602) 232-2688,6140 W Chandler Blvd Suite 2,Chandler,85226,https://www.chino-mex.com/
Chip Wreck!,Gina Durocher,,(520) 850-4686,522 W Willetta,Phoenix,85003,https://www.chipwreckaz.com/
Chiricahua Pasture Raised Meats,Josh Koehn,,520-507-5586,7708 South Kansas Settlement Road,Willcox,85643,cprmeats.com/
Chizonas Pizza,Derick Parisi,,(480) 596-9797,8418 e McDonald dr,Scottsdale,85250,Chizonaspizza.com
Chloe Preparatory Academy,Derrick Espadas,,520-565-0100,1024 W. Los Alamos St.,Tucson,85704,chloeprep.org
"Chmachyakyakya Kurikuri'Atatchkwivok'nytar / Ancient-Future Foods, Cactus Calls the Rain, Chef Farm",Mark H Lewis dAdF,,,"3027 N 70th St, E505,",Scottsdale,85251,
Chocofin Chocolatier,,,(480) 836-7444,13404 N. Montana Drive #2,Fountain Hills,85268,www.chocofin.com/
Chocolate 66,Kimberly Briggs,520-289-2862,,11633 West Fayes Glen,Marana,85653,TBD
ChocolaTree,Radhika Jen Marie,,(928) 282-2997,1595 West Hwy 89A,Sedona,86336,https://chocolatree.com/
Chocolita,Sarah Lesslie,,(215) 285-3660,2710 N Steves Blvd #22,Flagstaff,86004,https://chocolita.com/
Cholla Production,Bill Searle,602.799.6734,602-799-6734,P.O. Box 364,Cave Creek,85327,www.chollaproduction.com
Cholulas Hibachi Grill,Maria De Lourdes Contreras,,480-454-4729,1038 E. Main Street,Mesa,85203,cholulashibachigrill.com
Choopys Bakeshop,Christopher J Hooper,602-586-7052,602-586-7052,1153 E Jefferson,Phoenix,85034,
Choukalas Design,Pete Choukalas,,602-279-4999,"4450 N 12th St, Ste 106",Phoenix,85014,www.choukalas.com
Christopher Creek Spice Co.,,,(480) 299-9811,P.O. Box 51764,Phoenix,85076,www.cabinchili.com/
Chrystal Canyon Creations,Jacqueline Bradley,,1520-744-3842,7758 N. Red Wing Circle,Tucson,85741,WWW.Facebook.com/ChrystalCanyonCreations
Chubasco Tacos,Andrew Renteria,,602-425-5036,1375 E Broadway Rd,Phoenix,85040,https://www.chubascotacos.com/
Chubby Cheeks Cookies,,,,5757 N Central Ave,Phoenix,85012,https://chubbycheekscookies.com/
Chubby's Tacos,Alma Cano,602-791-9241,(602)791-9241,5656 s 45th pl,Phoenix,85040,
Chuchulucos snack,Nereyda robles,,(623) 231-5303,6305 w McDowell rd Phoenix Az 85035,Phoenix,85035,
Chula Seafood,Mandy Heflin,,206-200-6679,8015 E Roosevelt St,Scottsdale,85257,https://chulaseafood.com/
Churchill,Kell Duncan,,602-376-0166,901 N. 1st St.,Phoenix,85004,thechurchillphx.com
Churn,,,602 279 8024,5223. N. Central Ave,Phoenix,85012,www.churnaz.com/
Cibo Pizzeria,,,(602) 441-2697,603 N 5th Ave,Phoenix,85003,https://www.cibophoenix.com/
Cider Corps,Karen Kempton,,480-993-3164,31 S. Robson St. #103,Mesa,85210,cidercorpsaz.com
Cienega Creek Farm,John & Margaret Cokely,,(520) 603-0411,15900 S Empire Rd,Benson,85602,www.cienegacreek.com/
Cingularis,Stuart Preston,,480-242-3780,1757 E Del Rio St,Gilbert,85295,www.Cingularis.com
Cinjo Shop,Cindy Goetz,,480-258-2491,17308 E Pinnacle Vista Drive,Rio Verde,85263,https://www.cinjoshop.com
Ciphers Digital Marketing,Mike Rux,,(480) 319-5323,1525 S Higley Rd #104,Gilbert,85296,https://www.ciphersdigital.com/
Circle D Ranch,Andrew Dodge,,(480) 993-2295,4160 E Rolling Ridge Rd,Queen Creek,85140,https://www.facebook.com/circledranchaz
Circo Vino,Sariya Jarasviroj Brown,,(520) 907-3921,222 N. Court Ave.,Tucson,85701,www.circovino.com
Circular Arizona,Ryan Gurr,,000-000-0000,"24 West Camelback Road, #A-492",Phoenix,85013,https://circulararizona.org/
Cirque Roots,Stephanie Cortes,,,2829 N Park Ave,Tucson,85719,www.cirqueroots.com/
Cirrus Visual Communication,Denise Blair,,520-514-5704,601 N Stone Ave,Tucson,85705,www.cirrusvisual.com/
Citizen Public House,Bernie Kantak,,(480) 398-4208,7111 E 5th Ave,Scottsdale,85251,https://www.citizenpublichouse.com/
City Of Kingman,Josh Noble,,,,Kingman,86409,https://www.gokingman.com/
City of Maricopa Office of Economic Opportunity,Rachel Leffall,480-744-6433,520-494-2363,39700 W Civic Center Plaza,Maricopa,85138,https://www.maricopa-az.gov/departments/economic-development
City of Peoria,Karen Calivas,,623-773-7000,,Peoria,85345,www.peoriaaz.gov
City of Sedona,Molly Spangler,,9282035117,102 Roadrunner Dr,Sedona,86336,www.sedonaaz.gov
City Of Tempe,Mike DiDomenico,,480.858.2395,200 East 5th Street – 2nd Floor,Tempe,85281,https://www.tempe.gov/
CITY Sun Times,Lorrie Pomeroy,,480.922.8732,10645 N Tatum Blvd Suite 200-413,Phoenix,85028,news.citysuntimes.com
Civic Engagement Beyond Voting,Catherine Sigmon,,480-861-7988,PO Box 28370,Tempe,85284,cebv.us
Civilian Connections,Erica Scott,,(602) 828-7864,221 E Indianola Ave,Phoenix,85012,www.civilianconnections.com
CJE Real Estate,CJ,,4803787635,24 W Camelback Rd,Phoenix,85013,https://www.cjbuyshomesfast.com/sell-my-house-fast-in-phoenix-az-2/
ckSYNERGY,Amanda Kaye,,(602) 492-7337,4201 E. Flower St.,Phoenix,85018,ckSYNERGY.com
CL James Consulting,Cheryl James,,215-275-5954,3818 East Gemini Place,Chandler,85249,www.cljamesconsulting.com/
Claibourne Counseling,Chas Karakey,4804858824,4804858824,10613 & 10617 N Hayden Rd Suite J-100 and B-100,Scottsdale,85260,https://claibournecounseling.com/
Clarifying Complex Ideas,Alisa Bonsignore,,408-256-0621,"13835 N Tatum Blvd, Ste 9-132",Phoenix,85032,https://clarifyingcomplexideas.com
Clark Park Garden,,,(480) 270-4342,1730 S Roosevelt St,Tempe,85281,www.clarkparkgarden.org/
Clarkdale Historical Society And Museum,Kathi Feher,562-544-9048,928-649-1198,PO Box 806,Clarkdale,86324,https://clarkdalemuseum.org/
Clarkdale Kayak Company,Robert Conlin,,(928) 451-6962,920 Main Street,Clarkdale,86324,https://clarkdalekayak.com/
Classic Delivery Inc.,Thomas Scott,,(602) 404-7979 (work),12211 N 58th Place,Scottsdale,85254,
Clay Coffee Co.,Cole Townsend,,602-708-1182,24833 N 41st Ave,Glendale,85310,claycoffeeco.com
Clean And Clear Cleaning Service,Norma Rodriguez,,(480) 255-4294,11120 W. Van Buren St. #2086,Avondale,85323,
Clean Stitch,Ricardo Gonzalez,,4804328348,2340 Grand Ave Ste 11,Phoenix,85009,cleanstitchllc.com
Clear Creek Vineyard And Winery,Ignacio Mesa,,(602) 859-7418,4053 e state route 260,Camp Verde,86322,clearcreekwineryaz.com
Clemenceau heritage museum,Lorraine Tencza,,(928) 634-2868,1 North Willard Street,Cottonwood,86326,https://clemenceaumuseum.com
Clements Agency,John Clements,,520-624-3456,6245 E Broadway #310,Tucson,85711,clementsinsurance.com
Clever Cuts,Imelda Butterfield,(480) 645-1522,,1344 West University Drive,Mesa,85201,
Clever Koi,Nick Campisano,818-482-6778,602.222.3474,4236 N. Central Ave. #100,Phoenix,85012,thecleverkoi.com
Click Co+Work,Leslie Belsanti,,9286001094,111 E. Aspen Ave.,Flagstaff,86001,clickflagstaff.com
Climbmax Climbing Gym,Emily O’Brien,,480-626-7755,1330 W Auto Drive #108,Tempe,85284,Www.climbmaxrockgym.com
Cln Agency - Fractional Coo Service,Carter Natale,,(919) 902-5687,3993 N Third Ave #396,Phoenix,85013,clnup.co
Cloth & Flame,Biannca Dominguez,,480-428-6028,734 W Polk St,Phoenix,85007,https://clothandflame.com/
Cloud 9 Salon Spa,Melissa Kellow,480-598-3429,480-598-3429,8707 S. Priest Dr. #104,Tempe,85284,www.cloudninespa.com
Cloud Nine Flotation,Kalyn Wolf,,(520) 668-4017,2118 S. Avenida Planeta,Tucson,85710,www.floattucson.com
Cloud Slingers - Downtown Chandler,N/A,,(480) 590-2606,1005 South Arizona Avenue Ste 11,Chandler,85225,cloudslingers.com
Clyn,Diana Muturia,,6025419423,515 E Grant St,Phoenix,85004,clynapp.com
Co-manity Coworking,Aaron Suzuki,,(928) 814-8404,459 N Gilbert Rd A-110,Gilbert,85234,www.co-manity.com/
CO+HOOTS,Jaime Munoz,6232518345,(602) 264-6687,221 E Indianola Ave,Phoenix,85012,https://cohoots.com
Cobblestone Veterinary Care,Andrew Marsh,,480-897-1888,1721 E Warner Rd Ste C3,Tempe,85284,www.cobblestonevet.com
Cobra Arcade Bar,Ari Bracamonte,,(480)241-2232,801 N 2nd St Suite 100,Phoenix,85004,cobraarcadebar.com
Cochise Family Farms,Cathy Mead,,,1294 W Clearview Ln,Cochise,85606,https://www.cochisefamily.farm/
Cocina La Negra,Arianna Pared,,(480) 572-4388,,,,N/A
Cocina Madrigal Tacos + Tequila,,,(602) 243-9000,4044 S 16th Street,Phoenix,85040,https://www.cocinamadrigal.com/
